Building,Building_Abbreviation,Room_Type,Gender,Available_Bed_Spaces,Last_Updated,Percent_Left
Gayley Heights,GH,1 Bd/3 Person,Male,0,2025-03-04 15:01:00,0.0
Gayley Heights,GH,2 Bd/5 Person-Double,Female,0,2025-03-04 15:01:00,0.0
Gayley Heights,GH,2 Bd/5 Person-Double,Male,0,2025-03-04 15:01:00,0.0
Gayley Heights,GH,2 Bd/5 Person-Triple,Female,0,2025-03-04 15:01:00,0.0
Gayley Heights,GH,2 Bd/5 Person-Triple,Male,0,2025-03-04 15:01:00,0.0
Gayley Heights,GH,2 Bd/6 Person,Female,0,2025-03-04 15:01:00,0.0
Gayley Heights,GH,2 Bd/6 Person,Gender Inclusive,0,2025-03-04 15:01:00,0.0
Gayley Heights,GH,2 Bd/6 Person,Male,0,2025-03-04 15:01:00,0.0
Gayley Heights,GH,2 Bd/7 Person-Quad,Female,0,2025-03-04 15:01:00,0.0
Gayley Heights,GH,2 Bd/7 Person-Quad,Gender Inclusive,0,2025-03-04 15:01:00,0.0
Gayley Heights,GH,2 Bd/7 Person-Quad,Male,0,2025-03-04 15:01:00,0.0
Gayley Heights,GH,2 Bd/7 Person-Triple,Female,0,2025-03-04 15:01:00,0.0
Gayley Heights,GH,2 Bd/7 Person-Triple,Gender Inclusive,0,2025-03-04 15:01:00,0.0
Gayley Heights,GH,2 Bd/7 Person-Triple,Male,0,2025-03-04 15:01:00,0.0
Gayley Heights,GH,3 Bd/8 Person-Double,Female,0,2025-03-04 15:01:00,0.0
Gayley Heights,GH,3 Bd/8 Person-Double,Male,0,2025-03-04 15:01:00,0.0
Gayley Heights,GH,3 Bd/8 Person-Triple,Female,0,2025-03-04 15:01:00,0.0
Gayley Heights,GH,3 Bd/8 Person-Triple,Male,0,2025-03-04 15:01:00,0.0
Gayley Heights,GH,4 Bd/10 Person-Double,Female,0,2025-03-04 15:01:00,0.0
Gayley Heights,GH,4 Bd/10 Person-Double,Gender Inclusive,0,2025-03-04 15:01:00,0.0
Gayley Heights,GH,4 Bd/10 Person-Double,Male,0,2025-03-04 15:01:00,0.0
Gayley Heights,GH,4 Bd/10 Person-Triple,Female,0,2025-03-04 15:01:00,0.0
Gayley Heights,GH,4 Bd/10 Person-Triple,Gender Inclusive,0,2025-03-04 15:01:00,0.0
Gayley Heights,GH,4 Bd/10 Person-Triple,Male,0,2025-03-04 15:01:00,0.0
Glenrock Apartments,GR,2 Bd/3 Person-Double,Female,0,2025-03-04 15:01:00,0.0
Glenrock Apartments,GR,2 Bd/3 Person-Double,Male,0,2025-03-04 15:01:00,0.0
Glenrock Apartments,GR,2 Bd/4 Person,Female,0,2025-03-04 15:01:00,0.0
Glenrock Apartments,GR,2 Bd/4 Person,Gender Inclusive,0,2025-03-04 15:01:00,0.0
Glenrock Apartments,GR,2 Bd/4 Person,Male,0,2025-03-04 15:01:00,0.0
Glenrock West Apartments,GW,1 Bd/3 Person,Female,0,2025-03-04 15:01:00,0.0
Glenrock West Apartments,GW,1 Bd/3 Person,Gender Inclusive,0,2025-03-04 15:01:00,0.0
Glenrock West Apartments,GW,1 Bd/3 Person,Male,0,2025-03-04 15:01:00,0.0
Glenrock West Apartments,GW,1 Bd/3 Person,Non-Binary,1,2025-03-04 15:01:00,33.3
Glenrock West Apartments,GW,2 Bd/3 Person-Double,Female,0,2025-03-04 15:01:00,0.0
Glenrock West Apartments,GW,2 Bd/3 Person-Double,Male,0,2025-03-04 15:01:00,0.0
Glenrock West Apartments,GW,2 Bd/4 Person,Female,0,2025-03-04 15:01:00,0.0
Glenrock West Apartments,GW,2 Bd/4 Person,Gender Inclusive,0,2025-03-04 15:01:00,0.0
Glenrock West Apartments,GW,2 Bd/4 Person,Male,0,2025-03-04 15:01:00,0.0
Laurel,LA,2 Bd/4 Person,Female,0,2025-03-04 15:01:00,0.0
Laurel,LA,2 Bd/4 Person,Gender Inclusive,0,2025-03-04 15:01:00,0.0
Laurel,LA,2 Bd/4 Person,Male,0,2025-03-04 15:01:00,0.0
Laurel,LA,2 Bd/4 Person,Non-Binary,0,2025-03-04 15:01:00,0.0
Laurel,LA,4 Bd/10 Person-Double,Female,0,2025-03-04 15:01:00,0.0
Laurel,LA,4 Bd/10 Person-Double,Gender Inclusive,0,2025-03-04 15:01:00,0.0
Laurel,LA,4 Bd/10 Person-Double,Male,0,2025-03-04 15:01:00,0.0
Laurel,LA,4 Bd/10 Person-Double,Non-Binary,0,2025-03-04 15:01:00,0.0
Laurel,LA,4 Bd/10 Person-Triple,Female,39,2025-03-04 15:01:00,15.1
Laurel,LA,4 Bd/10 Person-Triple,Gender Inclusive,0,2025-03-04 15:01:00,0.0
Laurel,LA,4 Bd/10 Person-Triple,Male,73,2025-03-04 15:01:00,48.7
Laurel,LA,4 Bd/10 Person-Triple,Non-Binary,4,2025-03-04 15:01:00,66.7
Landfair Apartments,LF,2 Bd/4 Person,Female,0,2025-03-04 15:01:00,0.0
Landfair Apartments,LF,2 Bd/4 Person,Gender Inclusive,0,2025-03-04 15:01:00,0.0
Landfair Apartments,LF,2 Bd/4 Person,Male,0,2025-03-04 15:01:00,0.0
Levering Terrace Apartments,LT,1 Bd/3 Person,Female,0,2025-03-04 15:01:00,0.0
Levering Terrace Apartments,LT,1 Bd/3 Person,Male,0,2025-03-04 15:01:00,0.0
Levering Terrace Apartments,LT,2 Bd/7 Person-Quad,Female,0,2025-03-04 15:01:00,0.0
Levering Terrace Apartments,LT,2 Bd/7 Person-Quad,Male,0,2025-03-04 15:01:00,0.0
Levering Terrace Apartments,LT,2 Bd/7 Person-Triple,Female,0,2025-03-04 15:01:00,0.0
Levering Terrace Apartments,LT,2 Bd/7 Person-Triple,Male,0,2025-03-04 15:01:00,0.0
Levering Terrace Apartments,LT,2 Bd/8 Person,Female,1,2025-03-04 15:01:00,0.8
Levering Terrace Apartments,LT,2 Bd/8 Person,Gender Inclusive,0,2025-03-04 15:01:00,0.0
Levering Terrace Apartments,LT,2 Bd/8 Person,Male,0,2025-03-04 15:01:00,0.0
Landfair Vista Apartments,LV,2 Bd+Loft/5 Person-Double,Female,0,2025-03-04 15:01:00,0.0
Landfair Vista Apartments,LV,2 Bd+Loft/6 Person,Female,0,2025-03-04 15:01:00,0.0
Landfair Vista Apartments,LV,2 Bd+Loft/6 Person,Male,0,2025-03-04 15:01:00,0.0
Landfair Vista Apartments,LV,2 Bd/4 Person,Female,0,2025-03-04 15:01:00,0.0
Landfair Vista Apartments,LV,2 Bd/4 Person,Gender Inclusive,0,2025-03-04 15:01:00,0.0
Landfair Vista Apartments,LV,2 Bd/4 Person,Male,0,2025-03-04 15:01:00,0.0
Landfair Vista Apartments,LV,2 Bd/5 Person-Double,Female,0,2025-03-04 15:01:00,0.0
Landfair Vista Apartments,LV,2 Bd/5 Person-Double,Male,0,2025-03-04 15:01:00,0.0
Landfair Vista Apartments,LV,2 Bd/5 Person-Triple,Female,0,2025-03-04 15:01:00,0.0
Landfair Vista Apartments,LV,2 Bd/5 Person-Triple,Male,0,2025-03-04 15:01:00,0.0
Landfair Vista Apartments,LV,3 Bd+Loft/9 Person-Double,Gender Inclusive,0,2025-03-04 15:01:00,0.0
Landfair Vista Apartments,LV,3 Bd+Loft/9 Person-Triple,Gender Inclusive,0,2025-03-04 15:01:00,0.0
Landfair Vista Apartments,LV,3 Bd/6 Person,Female,0,2025-03-04 15:01:00,0.0
Landfair Vista Apartments,LV,3 Bd/6 Person,Male,0,2025-03-04 15:01:00,0.0
Palo Verde,PV,2 Bd/4 Person,Female,0,2025-03-04 15:01:00,0.0
Palo Verde,PV,2 Bd/4 Person,Male,0,2025-03-04 15:01:00,0.0
Palo Verde,PV,4 Bd/10 Person-Double,Female,0,2025-03-04 15:01:00,0.0
Palo Verde,PV,4 Bd/10 Person-Double,Gender Inclusive,0,2025-03-04 15:01:00,0.0
Palo Verde,PV,4 Bd/10 Person-Double,Male,0,2025-03-04 15:01:00,0.0
Palo Verde,PV,4 Bd/10 Person-Triple,Female,23,2025-03-04 15:01:00,16.0
Palo Verde,PV,4 Bd/10 Person-Triple,Gender Inclusive,0,2025-03-04 15:01:00,0.0
Palo Verde,PV,4 Bd/10 Person-Triple,Male,38,2025-03-04 15:01:00,45.2
Tipuana,TN,2 Bd/4 Person,Female,0,2025-03-04 15:01:00,0.0
Tipuana,TN,2 Bd/4 Person,Gender Inclusive,0,2025-03-04 15:01:00,0.0
Tipuana,TN,2 Bd/4 Person,Male,0,2025-03-04 15:01:00,0.0
Tipuana,TN,4 Bd/10 Person-Double,Female,0,2025-03-04 15:01:00,0.0
Tipuana,TN,4 Bd/10 Person-Double,Gender Inclusive,0,2025-03-04 15:01:00,0.0
Tipuana,TN,4 Bd/10 Person-Double,Male,0,2025-03-04 15:01:00,0.0
Tipuana,TN,4 Bd/10 Person-Triple,Female,49,2025-03-04 15:01:00,16.7
Tipuana,TN,4 Bd/10 Person-Triple,Gender Inclusive,0,2025-03-04 15:01:00,0.0
Tipuana,TN,4 Bd/10 Person-Triple,Male,106,2025-03-04 15:01:00,58.9
Westwood Chateau Apartments,WC,1 Bd/3 Person,Female,0,2025-03-04 15:01:00,0.0
Westwood Chateau Apartments,WC,1 Bd/3 Person,Male,0,2025-03-04 15:01:00,0.0
Westwood Chateau Apartments,WC,1 Bd/3 Person,Non-Binary,0,2025-03-04 15:01:00,0.0
Westwood Chateau Apartments,WC,2 Bd/4 Person,Female,0,2025-03-04 15:01:00,0.0
Westwood Chateau Apartments,WC,2 Bd/4 Person,Gender Inclusive,0,2025-03-04 15:01:00,0.0
Westwood Chateau Apartments,WC,2 Bd/4 Person,Male,0,2025-03-04 15:01:00,0.0
Westwood Palms Apartments,WP,1 Bd/3 Person,Female,0,2025-03-04 15:01:00,0.0
Westwood Palms Apartments,WP,2 Bd/3 Person-Double,Female,0,2025-03-04 15:01:00,0.0
Westwood Palms Apartments,WP,2 Bd/3 Person-Double,Gender Inclusive,0,2025-03-04 15:01:00,0.0
Westwood Palms Apartments,WP,2 Bd/3 Person-Double,Male,0,2025-03-04 15:01:00,0.0
Westwood Palms Apartments,WP,2 Bd/4 Person,Female,0,2025-03-04 15:01:00,0.0
Westwood Palms Apartments,WP,2 Bd/4 Person,Gender Inclusive,0,2025-03-04 15:01:00,0.0
Westwood Palms Apartments,WP,2 Bd/4 Person,Male,0,2025-03-04 15:01:00,0.0
De Neve Plaza,DEN,Plaza Triple/Private Bath,Female,651,2025-02-19 16:01:00,86.8
De Neve Plaza,DEN,Plaza Triple/Private Bath,Gender Inclusive,24,2025-02-19 16:01:00,72.7
De Neve Plaza,DEN,Plaza Triple/Private Bath,Male,356,2025-02-19 16:01:00,77.1
De Neve Plaza,DEN,Plaza Triple/Private Bath,Non-Binary,0,2025-02-19 16:01:00,0.0
De Neve Residence Hall,DN,Deluxe Triple,Female,244,2025-02-19 16:01:00,89.4
De Neve Residence Hall,DN,Deluxe Triple,Gender Inclusive,27,2025-02-19 16:01:00,81.8
De Neve Residence Hall,DN,Deluxe Triple,Male,113,2025-02-19 16:01:00,89.7
Dykstra Hall,DYK,Classic Triple,Female,450,2025-02-19 16:01:00,96.2
Dykstra Hall,DYK,Classic Triple,Gender Inclusive,36,2025-02-19 16:01:00,100.0
Dykstra Hall,DYK,Classic Triple,Male,251,2025-02-19 16:01:00,96.2
Hedrick Hall,HED,Classic Triple,Female,580,2025-02-19 16:01:00,98.6
Hedrick Hall,HED,Classic Triple,Gender Inclusive,48,2025-02-19 16:01:00,100.0
Hedrick Hall,HED,Classic Triple,Male,366,2025-02-19 16:01:00,100.0
Hitch Suites,HIT,Suite Triple/Shared Bath,Female,259,2025-02-19 16:01:00,98.1
Hitch Suites,HIT,Suite Triple/Shared Bath,Gender Inclusive,4,2025-02-19 16:01:00,22.2
Hitch Suites,HIT,Suite Triple/Shared Bath,Male,160,2025-02-19 16:01:00,95.2
Olympic / Centennial,OC,Deluxe Triple,Female,809,2025-02-19 16:01:00,81.0
Olympic / Centennial,OC,Deluxe Triple,Gender Inclusive,50,2025-02-19 16:01:00,61.7
Olympic / Centennial,OC,Deluxe Triple,Male,458,2025-02-19 16:01:00,77.1
Rieber Hall,RIE,Classic Triple,Female,550,2025-02-19 16:01:00,97.0
Rieber Hall,RIE,Classic Triple,Gender Inclusive,48,2025-02-19 16:01:00,100.0
Rieber Hall,RIE,Classic Triple,Male,371,2025-02-19 16:01:00,97.4
Rieber Terrace,RT,Plaza Triple/Private Bath,Female,0,2025-02-19 16:01:00,0.0
Rieber Terrace,RT,Plaza Triple/Private Bath,Male,0,2025-02-19 16:01:00,0.0
Rieber Terrace,RT,Plaza Triple/Private Bath,Non-Binary,0,2025-02-19 16:01:00,0.0
Rieber Terrace,RT,Plaza Triple/Shared Bath,Female,401,2025-02-19 16:01:00,91.6
Rieber Terrace,RT,Plaza Triple/Shared Bath,Gender Inclusive,36,2025-02-19 16:01:00,100.0
Rieber Terrace,RT,Plaza Triple/Shared Bath,Male,255,2025-02-19 16:01:00,94.4
Rieber Vista,RV,Plaza Triple/Private Bath,Female,0,2025-02-19 16:01:00,0.0
Rieber Vista,RV,Plaza Triple/Private Bath,Male,0,2025-02-19 16:01:00,0.0
Rieber Vista,RV,Plaza Triple/Shared Bath,Female,375,2025-02-19 16:01:00,91.9
Rieber Vista,RV,Plaza Triple/Shared Bath,Gender Inclusive,30,2025-02-19 16:01:00,100.0
Rieber Vista,RV,Plaza Triple/Shared Bath,Male,243,2025-02-19 16:01:00,96.4
Saxon Suites,SAX,Suite Triple/Shared Bath,Female,194,2025-02-19 16:01:00,75.2
Saxon Suites,SAX,Suite Triple/Shared Bath,Gender Inclusive,0,2025-02-19 16:01:00,0.0
Saxon Suites,SAX,Suite Triple/Shared Bath,Male,46,2025-02-19 16:01:00,30.7
Sproul Landing / Cove,SLC,Deluxe Triple,Female,369,2025-02-19 16:01:00,61.8
Sproul Landing / Cove,SLC,Deluxe Triple,Gender Inclusive,8,2025-02-19 16:01:00,17.8
Sproul Landing / Cove,SLC,Deluxe Triple,Male,203,2025-02-19 16:01:00,55.9
Sproul Landing / Cove,SLC,Deluxe Triple,Other,2,2025-02-19 16:01:00,100.0
Hedrick Summit,SMT,Plaza Triple/Shared Bath,Female,402,2025-02-19 16:01:00,97.1
Hedrick Summit,SMT,Plaza Triple/Shared Bath,Gender Inclusive,30,2025-02-19 16:01:00,100.0
Hedrick Summit,SMT,Plaza Triple/Shared Bath,Male,251,2025-02-19 16:01:00,99.6
Sproul Hall,SPR,Classic Triple,Female,524,2025-02-19 16:01:00,90.5
Sproul Hall,SPR,Classic Triple,Gender Inclusive,38,2025-02-19 16:01:00,74.5
Sproul Hall,SPR,Classic Triple,Male,340,2025-02-19 16:01:00,92.1
Sunset Village,SV,Plaza Triple/Private Bath,Female,418,2025-02-19 16:01:00,82.4
Sunset Village,SV,Plaza Triple/Private Bath,Gender Inclusive,22,2025-02-19 16:01:00,56.4
Sunset Village,SV,Plaza Triple/Private Bath,Male,240,2025-02-19 16:01:00,77.7
Sunset Village,SV,Plaza Triple/Private Bath,Non-Binary,2,2025-02-19 16:01:00,40.0
Sunset Village,SV,Plaza Triple/Shared Bath,Female,414,2025-02-19 16:01:00,90.8
Sunset Village,SV,Plaza Triple/Shared Bath,Gender Inclusive,25,2025-02-19 16:01:00,69.4
Sunset Village,SV,Plaza Triple/Shared Bath,Male,273,2025-02-19 16:01:00,96.8
Gayley Court Apartments,GC,2 Bd/4 Person,Female,0,2025-02-19 16:01:00,0.0
Gayley Court Apartments,GC,2 Bd/4 Person,Gender Inclusive,0,2025-02-19 16:01:00,0.0
Gayley Court Apartments,GC,2 Bd/4 Person,Male,0,2025-02-19 16:01:00,0.0
Gayley Court Apartments,GC,2 Bd/4 Person,Non-Binary,0,2025-02-19 16:01:00,0.0
Gayley Heights,GH,1 Bd/3 Person,Female,0,2025-02-19 16:01:00,0.0
Gayley Heights,GH,1 Bd/3 Person,Gender Inclusive,0,2025-02-19 16:01:00,0.0
Gayley Heights,GH,1 Bd/3 Person,Male,0,2025-02-19 16:01:00,0.0
Gayley Heights,GH,2 Bd/5 Person-Double,Female,0,2025-02-19 16:01:00,0.0
Gayley Heights,GH,2 Bd/5 Person-Double,Male,0,2025-02-19 16:01:00,0.0
Gayley Heights,GH,2 Bd/5 Person-Triple,Female,0,2025-02-19 16:01:00,0.0
Gayley Heights,GH,2 Bd/5 Person-Triple,Male,0,2025-02-19 16:01:00,0.0
Gayley Heights,GH,2 Bd/6 Person,Female,0,2025-02-19 16:01:00,0.0
Gayley Heights,GH,2 Bd/6 Person,Gender Inclusive,0,2025-02-19 16:01:00,0.0
Gayley Heights,GH,2 Bd/6 Person,Male,0,2025-02-19 16:01:00,0.0
Gayley Heights,GH,2 Bd/7 Person-Quad,Female,0,2025-02-19 16:01:00,0.0
Gayley Heights,GH,2 Bd/7 Person-Quad,Gender Inclusive,0,2025-02-19 16:01:00,0.0
Gayley Heights,GH,2 Bd/7 Person-Quad,Male,0,2025-02-19 16:01:00,0.0
Gayley Heights,GH,2 Bd/7 Person-Triple,Female,0,2025-02-19 16:01:00,0.0
Gayley Heights,GH,2 Bd/7 Person-Triple,Gender Inclusive,0,2025-02-19 16:01:00,0.0
Gayley Heights,GH,2 Bd/7 Person-Triple,Male,0,2025-02-19 16:01:00,0.0
Gayley Heights,GH,3 Bd/8 Person-Double,Female,0,2025-02-19 16:01:00,0.0
Gayley Heights,GH,3 Bd/8 Person-Double,Male,0,2025-02-19 16:01:00,0.0
Gayley Heights,GH,3 Bd/8 Person-Triple,Female,0,2025-02-19 16:01:00,0.0
Gayley Heights,GH,3 Bd/8 Person-Triple,Male,0,2025-02-19 16:01:00,0.0
Gayley Heights,GH,4 Bd/10 Person-Double,Female,0,2025-02-19 16:01:00,0.0
Gayley Heights,GH,4 Bd/10 Person-Double,Gender Inclusive,0,2025-02-19 16:01:00,0.0
Gayley Heights,GH,4 Bd/10 Person-Double,Male,0,2025-02-19 16:01:00,0.0
Gayley Heights,GH,4 Bd/10 Person-Triple,Female,1,2025-02-19 16:01:00,0.9
Gayley Heights,GH,4 Bd/10 Person-Triple,Gender Inclusive,0,2025-02-19 16:01:00,0.0
Gayley Heights,GH,4 Bd/10 Person-Triple,Male,0,2025-02-19 16:01:00,0.0
Glenrock Apartments,GR,2 Bd/3 Person-Double,Female,0,2025-02-19 16:01:00,0.0
Glenrock Apartments,GR,2 Bd/3 Person-Double,Male,0,2025-02-19 16:01:00,0.0
Glenrock Apartments,GR,2 Bd/4 Person,Female,0,2025-02-19 16:01:00,0.0
Glenrock Apartments,GR,2 Bd/4 Person,Gender Inclusive,0,2025-02-19 16:01:00,0.0
Glenrock Apartments,GR,2 Bd/4 Person,Male,0,2025-02-19 16:01:00,0.0
Glenrock West Apartments,GW,1 Bd/3 Person,Female,0,2025-02-19 16:01:00,0.0
Glenrock West Apartments,GW,1 Bd/3 Person,Gender Inclusive,0,2025-02-19 16:01:00,0.0
Glenrock West Apartments,GW,1 Bd/3 Person,Male,0,2025-02-19 16:01:00,0.0
Glenrock West Apartments,GW,1 Bd/3 Person,Non-Binary,2,2025-02-19 16:01:00,66.7
Glenrock West Apartments,GW,2 Bd/3 Person-Double,Female,0,2025-02-19 16:01:00,0.0
Glenrock West Apartments,GW,2 Bd/3 Person-Double,Male,0,2025-02-19 16:01:00,0.0
Glenrock West Apartments,GW,2 Bd/4 Person,Female,0,2025-02-19 16:01:00,0.0
Glenrock West Apartments,GW,2 Bd/4 Person,Gender Inclusive,0,2025-02-19 16:01:00,0.0
Glenrock West Apartments,GW,2 Bd/4 Person,Male,0,2025-02-19 16:01:00,0.0
Laurel,LA,2 Bd/4 Person,Female,0,2025-02-19 16:01:00,0.0
Laurel,LA,2 Bd/4 Person,Gender Inclusive,0,2025-02-19 16:01:00,0.0
Laurel,LA,2 Bd/4 Person,Male,0,2025-02-19 16:01:00,0.0
Laurel,LA,2 Bd/4 Person,Non-Binary,0,2025-02-19 16:01:00,0.0
Laurel,LA,4 Bd/10 Person-Double,Female,0,2025-02-19 16:01:00,0.0
Laurel,LA,4 Bd/10 Person-Double,Gender Inclusive,0,2025-02-19 16:01:00,0.0
Laurel,LA,4 Bd/10 Person-Double,Male,25,2025-02-19 16:01:00,25.0
Laurel,LA,4 Bd/10 Person-Double,Non-Binary,0,2025-02-19 16:01:00,0.0
Laurel,LA,4 Bd/10 Person-Triple,Female,211,2025-02-19 16:01:00,81.8
Laurel,LA,4 Bd/10 Person-Triple,Gender Inclusive,0,2025-02-19 16:01:00,0.0
Laurel,LA,4 Bd/10 Person-Triple,Male,115,2025-02-19 16:01:00,76.7
Laurel,LA,4 Bd/10 Person-Triple,Non-Binary,4,2025-02-19 16:01:00,66.7
Landfair Apartments,LF,2 Bd/4 Person,Female,0,2025-02-19 16:01:00,0.0
Landfair Apartments,LF,2 Bd/4 Person,Gender Inclusive,0,2025-02-19 16:01:00,0.0
Landfair Apartments,LF,2 Bd/4 Person,Male,0,2025-02-19 16:01:00,0.0
Levering Terrace Apartments,LT,1 Bd/3 Person,Female,0,2025-02-19 16:01:00,0.0
Levering Terrace Apartments,LT,1 Bd/3 Person,Male,0,2025-02-19 16:01:00,0.0
Levering Terrace Apartments,LT,2 Bd/7 Person-Quad,Female,0,2025-02-19 16:01:00,0.0
Levering Terrace Apartments,LT,2 Bd/7 Person-Quad,Male,0,2025-02-19 16:01:00,0.0
Levering Terrace Apartments,LT,2 Bd/7 Person-Triple,Female,0,2025-02-19 16:01:00,0.0
Levering Terrace Apartments,LT,2 Bd/7 Person-Triple,Male,0,2025-02-19 16:01:00,0.0
Levering Terrace Apartments,LT,2 Bd/8 Person,Female,14,2025-02-19 16:01:00,11.7
Levering Terrace Apartments,LT,2 Bd/8 Person,Gender Inclusive,0,2025-02-19 16:01:00,0.0
Levering Terrace Apartments,LT,2 Bd/8 Person,Male,39,2025-02-19 16:01:00,60.9
Landfair Vista Apartments,LV,2 Bd+Loft/5 Person-Double,Female,0,2025-02-19 16:01:00,0.0
Landfair Vista Apartments,LV,2 Bd+Loft/6 Person,Female,0,2025-02-19 16:01:00,0.0
Landfair Vista Apartments,LV,2 Bd+Loft/6 Person,Male,0,2025-02-19 16:01:00,0.0
Landfair Vista Apartments,LV,2 Bd/4 Person,Female,0,2025-02-19 16:01:00,0.0
Landfair Vista Apartments,LV,2 Bd/4 Person,Gender Inclusive,0,2025-02-19 16:01:00,0.0
Landfair Vista Apartments,LV,2 Bd/4 Person,Male,0,2025-02-19 16:01:00,0.0
Landfair Vista Apartments,LV,2 Bd/5 Person-Double,Female,0,2025-02-19 16:01:00,0.0
Landfair Vista Apartments,LV,2 Bd/5 Person-Double,Male,0,2025-02-19 16:01:00,0.0
Landfair Vista Apartments,LV,2 Bd/5 Person-Triple,Female,0,2025-02-19 16:01:00,0.0
Landfair Vista Apartments,LV,2 Bd/5 Person-Triple,Male,0,2025-02-19 16:01:00,0.0
Landfair Vista Apartments,LV,3 Bd+Loft/9 Person-Double,Gender Inclusive,0,2025-02-19 16:01:00,0.0
Landfair Vista Apartments,LV,3 Bd+Loft/9 Person-Triple,Gender Inclusive,0,2025-02-19 16:01:00,0.0
Landfair Vista Apartments,LV,3 Bd/6 Person,Female,0,2025-02-19 16:01:00,0.0
Landfair Vista Apartments,LV,3 Bd/6 Person,Male,0,2025-02-19 16:01:00,0.0
Palo Verde,PV,2 Bd/4 Person,Female,0,2025-02-19 16:01:00,0.0
Palo Verde,PV,2 Bd/4 Person,Male,0,2025-02-19 16:01:00,0.0
Palo Verde,PV,4 Bd/10 Person-Double,Female,0,2025-02-19 16:01:00,0.0
Palo Verde,PV,4 Bd/10 Person-Double,Gender Inclusive,0,2025-02-19 16:01:00,0.0
Palo Verde,PV,4 Bd/10 Person-Double,Male,14,2025-02-19 16:01:00,25.0
Palo Verde,PV,4 Bd/10 Person-Triple,Female,113,2025-02-19 16:01:00,78.5
Palo Verde,PV,4 Bd/10 Person-Triple,Gender Inclusive,0,2025-02-19 16:01:00,0.0
Palo Verde,PV,4 Bd/10 Person-Triple,Male,64,2025-02-19 16:01:00,76.2
Tipuana,TN,2 Bd/4 Person,Female,0,2025-02-19 16:01:00,0.0
Tipuana,TN,2 Bd/4 Person,Gender Inclusive,0,2025-02-19 16:01:00,0.0
Tipuana,TN,2 Bd/4 Person,Male,0,2025-02-19 16:01:00,0.0
Tipuana,TN,4 Bd/10 Person-Double,Female,0,2025-02-19 16:01:00,0.0
Tipuana,TN,4 Bd/10 Person-Double,Gender Inclusive,0,2025-02-19 16:01:00,0.0
Tipuana,TN,4 Bd/10 Person-Double,Male,30,2025-02-19 16:01:00,25.0
Tipuana,TN,4 Bd/10 Person-Triple,Female,224,2025-02-19 16:01:00,76.2
Tipuana,TN,4 Bd/10 Person-Triple,Gender Inclusive,0,2025-02-19 16:01:00,0.0
Tipuana,TN,4 Bd/10 Person-Triple,Male,142,2025-02-19 16:01:00,78.9
Westwood Chateau Apartments,WC,1 Bd/3 Person,Female,0,2025-02-19 16:01:00,0.0
Westwood Chateau Apartments,WC,1 Bd/3 Person,Male,0,2025-02-19 16:01:00,0.0
Westwood Chateau Apartments,WC,1 Bd/3 Person,Non-Binary,0,2025-02-19 16:01:00,0.0
Westwood Chateau Apartments,WC,2 Bd/4 Person,Female,0,2025-02-19 16:01:00,0.0
Westwood Chateau Apartments,WC,2 Bd/4 Person,Gender Inclusive,0,2025-02-19 16:01:00,0.0
Westwood Chateau Apartments,WC,2 Bd/4 Person,Male,0,2025-02-19 16:01:00,0.0
Westwood Palms Apartments,WP,1 Bd/3 Person,Female,0,2025-02-19 16:01:00,0.0
Westwood Palms Apartments,WP,2 Bd/3 Person-Double,Female,0,2025-02-19 16:01:00,0.0
Westwood Palms Apartments,WP,2 Bd/3 Person-Double,Gender Inclusive,0,2025-02-19 16:01:00,0.0
Westwood Palms Apartments,WP,2 Bd/3 Person-Double,Male,0,2025-02-19 16:01:00,0.0
Westwood Palms Apartments,WP,2 Bd/4 Person,Female,0,2025-02-19 16:01:00,0.0
Westwood Palms Apartments,WP,2 Bd/4 Person,Gender Inclusive,0,2025-02-19 16:01:00,0.0
Westwood Palms Apartments,WP,2 Bd/4 Person,Male,0,2025-02-19 16:01:00,0.0
De Neve Plaza,DEN,Plaza Triple/Private Bath,Female,224,2025-02-24 16:00:00,29.9
De Neve Plaza,DEN,Plaza Triple/Private Bath,Gender Inclusive,6,2025-02-24 16:00:00,18.2
De Neve Plaza,DEN,Plaza Triple/Private Bath,Male,32,2025-02-24 16:00:00,6.9
De Neve Plaza,DEN,Plaza Triple/Private Bath,Non-Binary,0,2025-02-24 16:00:00,0.0
De Neve Residence Hall,DN,Deluxe Triple,Female,15,2025-02-24 16:00:00,5.5
De Neve Residence Hall,DN,Deluxe Triple,Gender Inclusive,3,2025-02-24 16:00:00,9.1
De Neve Residence Hall,DN,Deluxe Triple,Male,2,2025-02-24 16:00:00,1.6
Dykstra Hall,DYK,Classic Triple,Female,325,2025-02-24 16:00:00,69.4
Dykstra Hall,DYK,Classic Triple,Gender Inclusive,26,2025-02-24 16:00:00,72.2
Dykstra Hall,DYK,Classic Triple,Male,197,2025-02-24 16:00:00,75.5
Hedrick Hall,HED,Classic Triple,Female,542,2025-02-24 16:00:00,92.2
Hedrick Hall,HED,Classic Triple,Gender Inclusive,48,2025-02-24 16:00:00,100.0
Hedrick Hall,HED,Classic Triple,Male,361,2025-02-24 16:00:00,98.6
Hitch Suites,HIT,Suite Triple/Shared Bath,Female,117,2025-02-24 16:00:00,44.3
Hitch Suites,HIT,Suite Triple/Shared Bath,Gender Inclusive,1,2025-02-24 16:00:00,5.6
Hitch Suites,HIT,Suite Triple/Shared Bath,Male,0,2025-02-24 16:00:00,0.0
